day_key,entry_time,side,entry_price,sl,tp,exit_time,exit_price,exit_reason,pnl_usdt,r_multiple,used_fallback,mode
2025-09-30,2025-09-30 05:15:00+00:00,short,113985.1,114222.89285714286,113747.30714285716,2025-09-30 07:30:00+00:00,113747.30714285716,take_profit,-6.548078534739835,1.0,False,conservative
