day_key,entry_time,side,entry_price,sl,tp,exit_time,exit_price,exit_reason,pnl_usdt,r_multiple,used_fallback,mode
2024-09-24,2024-09-24 12:45:00+00:00,short,2631.44,2640.850571428572,2615.7557142857145,2024-09-24 14:00:00+00:00,2615.7557142857145,take_profit,33.33333333333269,1.6666666666666343,False,moderate
2024-09-26,2024-09-26 12:15:00+00:00,long,2632.21,2622.7000000000003,2648.06,2024-09-26 14:15:00+00:00,2648.06,take_profit,33.33333333333397,1.6666666666666985,False,moderate
2024-09-27,2024-09-27 12:30:00+00:00,long,2660.7,2649.330857142857,2679.648571428572,2024-09-27 14:15:00+00:00,2679.648571428572,take_profit,33.3333333333336,1.66666666666668,False,moderate
2024-09-28,2024-09-28 12:00:00+00:00,short,2664.51,2673.248571428572,2649.9457142857145,2024-09-28 14:15:00+00:00,2673.248571428572,stop_loss,-20.0,-1.0,False,moderate
2024-09-30,2024-09-30 12:45:00+00:00,long,2632.95,2618.6117142857142,2656.8471428571424,2024-09-30 14:00:00+00:00,2618.6117142857142,stop_loss,-20.0,-1.0,False,moderate
2024-10-01,2024-10-01 12:30:00+00:00,short,2620.0,2626.601714285714,2608.997142857143,2024-10-01 13:15:00+00:00,2608.997142857143,take_profit,33.33333333333425,1.6666666666667125,False,moderate
2024-10-02,2024-10-02 12:45:00+00:00,short,2434.28,2449.580857142857,2408.7785714285715,2024-10-02 18:15:00+00:00,2408.7785714285715,take_profit,33.333333333333336,1.6666666666666667,False,moderate
2024-10-03,2024-10-03 12:00:00+00:00,short,2346.11,2360.417428571429,2322.264285714285,2024-10-03 14:30:00+00:00,2322.264285714285,take_profit,33.333333333333336,1.6666666666666667,False,moderate
2024-10-04,2024-10-04 12:15:00+00:00,long,2387.51,2380.654571428572,2398.9357142857143,2024-10-04 12:30:00+00:00,2398.9357142857143,take_profit,33.33333333333289,1.6666666666666443,False,moderate
2024-10-05,2024-10-05 12:45:00+00:00,long,2421.68,2417.0651428571427,2429.3714285714286,2024-10-05 13:15:00+00:00,2417.0651428571427,stop_loss,-20.0,-1.0,False,moderate
2024-10-09,2024-10-09 12:30:00+00:00,short,2429.12,2436.237714285714,2417.2571428571428,2024-10-09 18:15:00+00:00,2417.2571428571428,take_profit,33.33333333333419,1.6666666666667092,False,moderate
2024-10-10,2024-10-10 12:30:00+00:00,short,2387.1,2398.898571428572,2367.4357142857143,2024-10-10 17:45:00+00:00,2367.4357142857143,take_profit,33.33333333333307,1.666666666666654,False,moderate
2024-10-11,2024-10-11 12:45:00+00:00,long,2424.39,2416.3037142857142,2437.867142857143,2024-10-11 13:30:00+00:00,2437.867142857143,take_profit,33.33333333333409,1.6666666666667045,False,moderate
2024-10-13,2024-10-13 12:30:00+00:00,long,2466.04,2460.6142857142854,2475.0828571428574,2024-10-13 22:00:00+00:00,2475.0828571428574,take_profit,33.333333333332774,1.6666666666666388,False,moderate
2024-10-14,2024-10-14 12:00:00+00:00,long,2547.01,2536.183428571429,2565.054285714286,2024-10-14 12:30:00+00:00,2565.054285714286,take_profit,33.33333333333389,1.6666666666666947,False,moderate
